X,Y,R,Count,area,X_norm,Y_norm,dist_centroid,log_Count
0.17044554302258635,0.2517648519239861,0.10456346342484696,251,0.03434865946037989,0.8177697652744851,0.8726929841720915,0.09423795906816329,5.529429087511423
0.161183383905575,0.12224697361705118,0.10989657123055172,408,0.037941819881957335,0.7639219879046345,0.23599022237040534,0.07091792291974304,6.013715156042802
0.097525788509022,0.12412317961385208,0.10069103377772616,468,0.031851616061252835,0.39383333130642295,0.24521354779456847,0.054445499540519776,6.150602768446279
0.07727426424642872,0.2321183772429828,0.1039338602322496,53,0.03393626076866373,0.27609625120278036,0.7761119958747257,0.06761676178897968,3.9889840465642745
0.0798185819900168,0.24069002399904016,0.10449454461524574,48,0.03430339530215828,0.2908882509605107,0.8182497395909766,0.07366945776130035,3.8918202981106265
0.08682373812851772,0.23857767128644933,0.10314421520222926,50,0.0334225532773463,0.33161440167997225,0.807865529908213,0.06868816067688827,3.9318256327243257
0.08532796431661603,0.1458024358976248,0.1066621792918515,323,0.035741335676637294,0.32291836286208975,0.3517875785779739,0.04196831283978958,5.780743515792329
0.16585329816148242,0.11398977142012306,0.1073705975646002,308,0.036217678814797656,0.7910716513914712,0.19539827080152622,0.08023666108601006,5.733341276897746
0.07950886359226675,0.23576345175477076,0.1057093384710131,53,0.03510561476412054,0.28908762897607937,0.7940309815697227,0.0695249814322863,3.9889840465642745
0.08057510943520282,0.14443773936413887,0.10811846473670024,354,0.036723969076698955,0.29528650421095837,0.3450788055247857,0.04633262018228825,5.872117789475416
0.08561709179341642,0.1315609217084876,0.10854395206515502,465,0.0370135834333462,0.3245992746025995,0.2817770785991765,0.052929347896875735,6.1441856341256456
0.09699987397791282,0.13298735891386726,0.10395072108674051,412,0.03394727240175672,0.39077580139045304,0.28878936539752564,0.04631602429492405,6.023447592961033
0.10546192166886204,0.13722739042330423,0.1074766060146068,440,0.03628923053225369,0.43997193961252246,0.30963312694978806,0.0396540906543545,6.089044875446846
0.09435090783537076,0.1320361937931256,0.10934975043992232,479,0.037565179217742425,0.375375403135375,0.2841134900108824,0.048251673360656534,6.173786103901937
0.14922371181837268,0.11432932621487037,0.10148395732043516,340,0.032355242612443755,0.6943915736856345,0.19706750348526636,0.07050391114842668,5.831882477283517
0.17022284087447606,0.2542322371812428,0.10609594516412826,253,0.03536286514761388,0.816475033070068,0.8848225143053842,0.0961092803110159,5.537334267018537
0.10005939037379592,0.1385207775932173,0.1025978067611889,369,0.03306937801526031,0.4085630317396203,0.3159913470961292,0.04004001542956073,5.91350300563827
0.06288660849064655,0.2227247591613936,0.10431836271630864,53,0.03418781907869468,0.19245017319614433,0.7299334863589637,0.06989708896449509,3.9889840465642745
0.14162526781791593,0.10993635341325804,0.10836510444347686,449,0.03689170952819635,0.6502162020768281,0.17547189095772162,0.07115464484027277,6.1092475827643655
0.07817339126084208,0.14481256085393449,0.109251509788504,361,0.037497711849816234,0.28132354115620234,0.3469214073404974,0.047884865919903645,5.8916442118257715
0.1898267146871341,0.2571834003157688,0.10274943118862644,269,0.033167193567750074,0.9304468423765869,0.8993302698588459,0.11077223199911104,5.598421958998375
0.15324088716417691,0.23120131562011645,0.10007992379497072,261,0.03146616420522974,0.7177463833950922,0.7716037714067677,0.0675019759667856,5.568344503761097
0.08815119053116886,0.14382300216060065,0.10907091284897225,374,0.03737384399942619,0.3393318637257006,0.3420567912639632,0.04154751298751333,5.926926025970411
0.07843233961254176,0.14575099740811415,0.10918551748803684,351,0.037452425282974065,0.2828289993346312,0.3515347097944325,0.047083443507097374,5.863631175598097
0.14760352858769893,0.11889369545293509,0.10230005158644552,376,0.032877711339907294,0.6849722509552088,0.2195056914616892,0.06573620374338543,5.932245187448011
0.09018192905520464,0.14870817580347367,0.10538639779246985,296,0.03489144799373265,0.3511380478515831,0.36607203603910493,0.03652465225563412,5.6937321388027
0.08021801294413947,0.13835832308101273,0.1084329853125316,400,0.036937942596601735,0.2932104383490561,0.3151927296547388,0.05088628767182853,5.993961427306569
0.08774133816394279,0.14428789801382852,0.10347665009484458,311,0.0336383429469372,0.33694908895946263,0.3443421936931079,0.041456045923748616,5.7430031878094825
0.15472050634953655,0.07424191578424608,0.10827385687266972,285,0.03682960721903066,0.7263485034276742,0,0.1091587425428077,5.655991810819852
0.09110473781034752,0.1614201721168548,0.100031783496877,198,0.03143589986956436,0.3565030172689857,0.42856351031697876,0.027616030812338845,5.293304824724492
0.1025389299502002,0.1212102543412241,0.10144396690620756,509,0.03232974804849708,0.42297842812864644,0.23089376746579465,0.05591877617680998,6.234410725718371
0.0988443615985859,0.125124003278577,0.10859253869106474,541,0.037046727014195056,0.40149917134174545,0.2501335418504989,0.0530883612223206,6.295266001439646
0.10907765294920536,0.14653744233557603,0.10130523841728992,317,0.03224138418640974,0.46099285822916963,0.35540082977621035,0.02978903432987031,5.762051382780177
0.18012756547226108,0.25161986295469224,0.10584873749949482,268,0.035198263442461374,0.8740585185525876,0.8719802263784422,0.10016122218848879,5.594711379601839
0.07203124917957236,0.237613867904637,0.10354924966196798,46,0.03368556105532168,0.24561472907600962,0.8031275255256872,0.07510705622440637,3.8501476017100584
0.11063077977125282,0.1297441366752221,0.10407202428232344,480,0.03402654679712574,0.47002233248935066,0.2728458633615488,0.04622792631616433,6.175867270105761
0.0715491299704329,0.14314171986838922,0.1029733960049034,310,0.033311941428863547,0.24281181373936975,0.33870764500950074,0.05410074827390657,5.739792912179234
0.0679565044075607,0.2191270691941745,0.10472737735603418,62,0.03445643394669938,0.22192522573771603,0.7122474404772813,0.06372862459989884,4.143134726391533
0.17164251823580967,0.2559386377334394,0.1094111927636282,259,0.037607405932242766,0.8247286669716605,0.8932110855090347,0.09832246105751197,5.560681631015528
0.1098315344512602,0.13285539003722688,0.1089458165177846,529,0.03728816305087543,0.4653757286563618,0.28814061366280624,0.04321198694289591,6.272877006546167
0.09065691443072886,0.1475390281820406,0.10618747303815984,309,0.03542390582150923,0.35389948894021517,0.36032457067562657,0.03709042687170744,5.736572297479192
0.09784345789544424,0.1367201375822821,0.10694804492904388,413,0.03593317333392719,0.39568017826523466,0.3071394998997436,0.04254887015230131,6.025865973825314
0.08005965093204939,0.22584067648901393,0.10047213372556171,55,0.031713277197864195,0.29228976291440434,0.7452511644585081,0.06085729263747194,4.02535169073515
0.0919476119767112,0.14288627551777497,0.1076310017750756,373,0.03639356817342936,0.36140326783559384,0.33745189464014014,0.03999891474977084,5.924255797414532
0.07531106240011358,0.22845182565757435,0.10738066728695228,59,0.03622447246370923,0.2646827077063944,0.7580874300677911,0.06575090726230884,4.0943445622221
0.08009378503806333,0.22644445478100617,0.100318722493874,55,0.03161650492059201,0.29248820970398515,0.7482193053132892,0.06133552188112549,4.02535169073515
0.14654196755636814,0.11591932735014986,0.10799399963808076,432,0.036639465074910664,0.6788006119931204,0.20488386156133948,0.06782195187415169,6.07073772800249
0.08625015007482797,0.1464271558727969,0.105124334671708,306,0.03471813543921284,0.32827971033782466,0.35485866759475143,0.04087739822266142,5.726847747587197
0.1730865445482156,0.24393306622801184,0.1036455421829346,264,0.03374823994059633,0.8331238593241462,0.8341923567093054,0.08974215614388209,5.579729825986222
0.05459747680317047,0.22871812696162472,0.10146826433000768,26,0.032345236868325085,0.14425932351868695,0.7593965526227363,0.08007191957890031,3.295836866004329
